id,carat,cut,color,clarity,depth,table,price
36745,0.3,5,7,6,60.7,58.0,814
36746,1.01,3,5,4,62.7,56.0,6159
36747,1.52,2,1,3,63.6,60.0,6897
36748,0.4,4,5,4,61.0,58.0,1080
36749,2.25,3,1,2,60.6,63.0,8442
36750,1.06,4,3,4,60.8,59.0,5205
36751,0.71,2,3,5,63.6,55.0,2315
36752,0.38,4,5,7,59.2,58.0,1257
36753,0.7,3,7,3,63.5,58.0,2686
36754,1.01,3,4,4,61.9,56.0,6105
36755,0.51,5,4,4,62.3,54.0,1660
36756,0.4,5,2,7,63.0,55.0,790
36757,0.41,2,4,7,63.6,56.0,844
36758,1.13,4,5,3,60.6,60.0,5581
36759,0.82,5,5,2,60.9,57.0,2966
36760,1.0,4,7,3,61.3,61.0,5880
36761,0.34,3,5,3,62.8,56.0,566
36762,0.9,4,5,3,59.9,59.0,4232
36763,0.3,4,4,7,62.4,57.0,1013
36764,0.31,4,4,3,62.6,58.0,462
36765,0.38,5,6,5,61.9,56.0,1069
36766,0.41,4,4,4,62.6,59.0,827
36767,1.21,4,3,5,62.3,58.0,7223
36768,0.77,3,7,3,58.6,59.0,3160
36769,1.01,2,3,3,63.7,56.0,4610
36770,0.91,4,5,2,61.7,58.0,3609
36771,1.5,3,4,7,63.3,58.0,14842
36772,1.07,5,1,3,62.0,56.0,4235
36773,1.18,4,4,6,59.7,58.0,9537
36774,1.04,4,4,3,62.7,59.0,5223
36775,1.2,4,3,4,62.8,59.0,6666
36776,0.7,4,7,2,60.4,60.0,2573
36777,0.7,3,6,4,58.8,56.0,2473
36778,0.43,5,3,3,60.7,54.0,891
36779,0.51,4,6,4,62.5,59.0,1656
36780,0.4,5,6,4,61.9,54.0,1020
36781,1.11,5,4,4,61.2,56.0,6857
36782,0.31,4,4,6,61.5,58.0,707
36783,1.32,2,2,5,59.2,58.0,7143
36784,0.67,2,6,4,61.6,61.0,2270
36785,0.53,3,2,4,60.3,60.1,1190
36786,0.4,3,2,7,60.8,58.0,849
36787,1.53,3,3,4,62.2,58.0,11178
36788,1.5,2,4,4,58.8,64.0,11508
36789,0.56,5,3,8,60.4,57.0,2157
36790,1.06,4,5,3,62.4,58.0,4774
36791,1.0,3,5,3,58.1,63.0,4586
36792,0.3,3,4,7,60.7,56.0,725
36793,1.12,5,4,2,62.2,55.0,4955
36794,0.57,4,5,2,62.1,59.0,1746
36795,1.0,4,6,4,60.0,60.0,6720
36796,0.72,4,6,3,62.1,58.0,2857
36797,0.51,4,5,6,60.5,59.0,2093
36798,0.38,5,2,6,62.6,54.0,983
36799,1.06,5,5,1,62.1,55.0,3609
36800,1.58,5,3,5,60.4,57.0,13950
36801,0.52,5,3,7,61.7,53.0,1893
36802,0.31,5,5,7,61.9,55.0,801
36803,1.0,3,6,6,61.0,62.0,8638
36804,0.31,5,5,4,61.8,53.0,591
36805,0.34,4,3,4,61.9,60.0,689
36806,0.5,2,6,3,64.0,57.0,1155
36807,2.0,4,7,2,61.6,59.0,17835
36808,0.59,5,2,5,62.2,57.0,1442
36809,1.2,5,5,5,62.9,53.0,9032
36810,0.93,5,6,2,60.5,54.0,4858
36811,0.9,3,4,4,60.2,59.0,4503
36812,0.35,5,4,5,61.9,55.0,906
36813,1.22,5,4,8,61.7,56.0,11111
36814,0.53,5,5,3,61.8,56.0,1360
36815,1.0,3,5,4,62.2,55.0,6340
36816,1.7,5,3,4,62.2,57.0,13632
36817,1.17,3,3,2,62.7,56.0,4826
36818,0.53,5,3,3,61.0,56.0,1268
36819,2.01,4,2,2,63.0,56.0,11312
36820,1.25,4,6,4,61.5,58.0,10640
36821,0.73,5,3,3,62.9,56.0,2269
36822,0.28,3,5,6,60.6,59.0,642
36823,0.32,5,1,3,61.8,54.9,384
36824,0.78,1,4,2,64.9,55.2,2401
36825,0.79,4,6,5,62.6,56.0,3583
36826,0.3,4,3,4,62.5,59.0,473
36827,0.83,4,7,3,62.2,60.0,3347
36828,1.4,5,1,4,62.2,57.0,6633
36829,2.17,4,3,3,62.3,58.0,13248
36830,0.42,5,1,4,61.3,57.0,680
36831,0.89,5,5,3,62.1,55.0,4127
36832,1.22,5,2,5,62.3,54.0,6459
36833,0.42,5,2,6,62.8,54.0,862
36834,0.41,2,1,8,63.6,54.0,827
36835,0.41,2,6,4,63.1,64.0,910
36836,0.38,3,7,4,58.8,61.0,871
36837,0.43,4,7,3,61.0,58.0,993
36838,0.7,2,4,3,63.7,60.0,2150
36839,0.5,5,3,4,61.7,55.0,1626
36840,2.57,4,7,2,58.9,58.0,17924
36841,1.02,4,4,3,61.0,59.0,4718
36842,1.58,3,7,3,62.4,60.0,12799
36843,0.41,3,5,5,60.8,58.0,1007
36844,1.33,5,1,5,62.5,58.0,6449
36845,1.6,4,1,5,61.3,59.0,9032
36846,1.54,5,4,4,60.6,57.0,13761
36847,0.5,4,4,4,59.4,60.0,1354
36848,0.37,5,5,6,60.0,59.0,839
36849,0.55,5,6,4,61.5,57.0,1665
36850,1.01,4,6,4,62.4,60.0,6606
36851,0.53,5,3,5,61.7,56.0,1678
36852,0.61,5,4,5,61.6,55.0,2166
36853,0.55,3,5,3,59.1,59.0,1370
36854,2.45,3,3,2,63.5,58.0,11830
36855,0.32,4,7,4,62.9,59.0,842
36856,2.53,4,3,2,62.6,60.0,14659
36857,1.7,2,1,4,63.6,59.0,8134
36858,1.12,1,2,2,64.6,57.0,3669
36859,0.32,5,7,3,61.5,54.0,715
36860,0.8,5,6,3,61.1,56.0,4053
36861,2.2,4,3,2,62.7,58.0,17634
36862,0.53,5,2,4,62.0,55.0,1236
36863,0.5,4,4,5,61.1,60.0,1629
36864,0.32,5,6,4,61.6,55.0,900
36865,0.77,4,4,2,61.2,58.0,1996
36866,0.7,3,4,3,64.3,56.0,2517
36867,0.59,5,6,4,62.3,55.0,1968
36868,0.59,3,5,8,59.9,63.0,2632
36869,0.5,3,6,3,63.3,57.0,1374
36870,0.31,5,7,3,62.7,56.0,571
36871,1.35,5,4,5,62.7,57.0,10656
36872,1.0,5,5,4,62.6,57.0,6804
36873,0.31,5,5,4,61.9,55.0,625
36874,1.4,4,5,4,61.5,60.0,10625
36875,0.42,4,6,4,61.0,60.0,958
36876,1.1,5,4,6,61.0,56.0,9856
36877,0.7,5,5,5,62.4,55.0,2993
36878,0.79,5,6,4,61.8,56.0,3605
36879,0.43,5,4,6,61.4,55.0,1129
36880,0.5,5,7,5,62.3,54.3,2033
36881,1.15,5,3,3,62.4,54.0,6106
36882,0.31,5,5,8,61.5,55.0,1061
36883,0.38,5,6,6,62.2,56.0,1100
36884,1.02,3,5,4,59.4,58.0,6479
36885,0.58,5,6,4,61.9,57.0,1884
36886,1.03,4,3,4,62.4,58.0,5078
36887,2.13,4,2,3,62.5,60.0,13370
36888,1.67,5,4,5,61.5,55.0,16643
36889,1.63,5,3,4,62.4,55.0,12155
36890,1.6,5,2,3,62.4,53.5,9407
36891,1.27,5,4,4,62.0,58.0,8915
36892,0.54,5,7,3,60.8,57.0,1786
36893,1.29,5,1,4,62.1,59.0,5771
36894,1.03,5,4,4,59.6,57.0,6146
36895,0.4,5,7,4,61.6,57.0,1050
36896,1.13,1,2,4,55.9,67.0,4695
36897,0.31,5,7,4,61.8,57.0,942
36898,0.52,5,5,2,61.4,56.0,1176
36899,0.36,5,2,7,61.7,56.0,824
36900,0.56,5,4,7,62.3,55.0,2055
36901,0.56,4,4,5,61.2,60.0,1915
36902,1.58,5,2,3,61.7,56.0,11110
36903,0.9,2,5,3,62.9,57.0,3780
36904,2.24,5,3,2,61.4,56.0,16300
36905,0.31,5,4,7,62.5,55.0,1046
36906,1.51,4,4,5,61.1,58.0,13293
36907,0.33,5,5,5,61.2,56.0,723
36908,0.37,4,2,5,61.4,59.0,584
36909,0.54,3,5,3,63.5,58.0,1944
36910,0.7,5,6,3,61.4,57.0,2777
36911,0.63,5,6,5,61.5,56.0,2503
36912,0.43,4,5,5,59.9,58.0,1056
36913,0.35,4,6,4,60.7,60.0,767
36914,0.3,5,7,4,60.8,57.0,710
36915,1.2,5,2,3,62.3,53.0,5694
36916,0.7,2,7,2,59.3,64.0,2312
36917,1.02,3,5,3,62.8,55.0,5301
36918,0.7,5,6,4,62.6,55.0,3268
36919,1.18,3,4,2,62.4,56.0,5562
36920,0.56,5,6,6,61.5,57.0,2429
36921,1.0,4,4,3,60.2,59.0,4427
36922,0.72,5,7,3,62.2,56.0,3322
36923,2.02,3,4,2,63.1,56.0,15848
36924,0.41,3,6,5,62.2,58.0,954
36925,1.06,3,2,2,62.8,56.0,4132
36926,1.56,3,2,4,59.7,60.0,9231
36927,0.5,3,7,4,62.2,60.0,1378
36928,1.05,4,4,5,61.8,58.0,6146
36929,0.71,3,4,3,58.2,57.0,2039
36930,0.4,2,7,2,63.4,56.0,666
36931,0.95,5,1,6,60.6,57.0,3558
36932,0.28,3,4,7,60.7,56.0,586
36933,0.27,3,6,6,59.0,59.0,622
36934,1.0,5,4,6,61.2,56.0,8239
36935,0.33,5,4,5,60.1,55.0,666
36936,0.62,5,5,5,61.9,55.0,2344
36937,1.07,5,2,3,61.5,57.0,5748
36938,0.81,5,6,2,62.1,55.0,3101
36939,0.9,3,3,5,62.5,56.0,4021
36940,0.51,5,5,4,62.3,56.0,1711
36941,1.55,4,3,5,62.6,58.0,11562
36942,0.42,5,7,4,62.1,54.0,1031
36943,0.31,5,3,4,61.4,56.0,507
36944,0.4,5,4,6,61.1,57.0,915
36945,1.3,4,4,2,63.0,59.0,4455
36946,0.44,3,6,3,62.9,58.0,810
36947,0.51,5,6,3,61.3,55.0,1438
36948,0.41,4,4,5,60.0,61.0,961
36949,0.46,4,5,5,60.5,58.0,1367
36950,0.97,4,5,2,61.9,58.0,4063
36951,1.63,5,4,5,61.7,55.0,15840
36952,0.58,5,4,5,61.5,55.0,1911
36953,0.47,5,4,8,62.1,54.0,1814
36954,0.51,3,4,4,62.4,62.0,1438
36955,0.53,3,4,7,60.3,54.0,1904
36956,0.31,4,7,4,61.7,58.0,816
36957,0.35,4,6,7,61.0,58.0,1044
36958,1.06,4,5,3,61.0,58.0,5142
36959,0.53,5,2,2,61.8,55.0,844
36960,0.53,3,6,8,59.8,60.0,2542
36961,1.7,5,2,4,61.1,57.0,10662
36962,0.3,4,3,3,60.9,59.0,554
36963,1.58,5,3,6,62.0,56.0,12897
36964,0.63,5,7,3,62.0,56.0,2313
36965,0.3,5,5,3,61.4,55.0,475
36966,1.52,4,4,4,62.0,58.0,13606
36967,0.8,5,4,2,62.2,57.0,2657
36968,0.32,3,4,7,61.9,58.0,842
36969,1.12,5,3,3,61.8,56.0,5838
36970,0.68,3,4,5,60.7,58.0,2114
36971,0.7,3,3,3,61.5,55.0,2200
36972,0.83,4,6,3,58.4,59.0,3506
36973,2.14,4,2,3,61.3,61.0,15913
36974,2.08,4,4,2,62.2,60.0,12883
36975,0.3,4,4,8,61.0,62.0,956
36976,1.51,3,4,4,63.5,59.0,12906
36977,0.79,5,6,3,61.9,55.0,3256
36978,0.41,5,7,3,61.7,54.0,791
36979,0.52,3,5,3,62.6,58.0,1267
36980,0.91,5,1,5,60.7,57.0,3296
36981,1.51,4,3,3,61.3,60.0,9833
36982,2.0,2,3,3,58.0,58.0,17447
36983,0.93,4,1,4,61.1,59.0,3125
36984,0.51,3,4,6,60.9,56.0,1768
36985,0.34,4,5,5,60.4,58.0,745
36986,0.57,2,7,3,62.2,64.0,1847
36987,1.32,4,2,2,60.8,58.0,4704
36988,1.59,3,1,5,60.7,59.0,8515
36989,0.73,4,5,3,58.7,59.0,2644
36990,0.91,4,4,3,62.6,56.0,3763
36991,1.5,1,3,3,65.9,56.0,7211
36992,0.32,5,5,5,61.0,56.0,716
36993,0.36,4,4,5,62.3,59.0,726
36994,0.78,3,7,3,62.5,58.0,3258
36995,1.21,4,7,2,62.2,60.0,5997
36996,2.02,1,3,3,56.2,61.0,15695
36997,1.29,5,1,3,61.6,57.0,6327
36998,0.9,4,6,4,62.2,59.0,4500
36999,0.31,2,6,3,63.1,54.0,544
37000,0.44,5,4,7,60.3,57.0,1207
37001,1.15,3,5,2,63.1,63.0,4915
37002,1.22,3,5,3,63.5,56.0,5329
37003,0.23,4,6,7,58.6,61.0,680
37004,0.95,5,4,4,61.6,56.0,4549
37005,1.29,5,4,4,62.5,57.0,8582
37006,0.31,5,3,4,62.2,55.0,628
37007,0.5,4,4,5,59.4,60.0,1746
37008,0.36,5,2,4,61.6,55.0,523
37009,1.57,4,6,5,61.4,58.0,17175
37010,1.6,4,4,3,62.2,58.0,11818
37011,0.32,3,5,2,62.6,56.0,421
37012,2.01,2,4,3,60.8,61.0,18077
37013,1.2,5,4,2,61.1,57.0,5722
37014,0.32,3,4,8,62.9,55.0,954
37015,1.09,5,3,3,61.1,57.0,5219
37016,0.4,5,5,7,61.1,56.0,1908
37017,0.37,4,6,4,60.2,58.0,757
37018,0.7,5,7,5,63.1,54.0,3618
37019,1.24,4,4,5,62.0,55.0,8449
37020,0.55,5,7,3,60.6,56.0,1819
37021,0.31,3,4,5,61.9,54.0,640
37022,0.53,5,6,5,61.4,56.0,2143
37023,0.52,3,7,4,60.6,56.0,1822
37024,1.25,4,2,3,59.7,59.0,5390
37025,0.72,5,5,5,62.4,55.0,3105
37026,0.72,4,6,3,62.1,58.0,2831
37027,0.6,5,2,2,61.8,55.0,1009
37028,1.3,4,1,3,61.8,59.0,5438
37029,1.26,4,2,2,60.1,59.0,5207
37030,0.92,4,5,2,62.1,60.0,3083
37031,1.06,5,2,2,61.4,57.0,3777
37032,0.3,2,4,5,63.6,57.0,605
37033,1.53,5,4,5,60.5,57.0,16311
37034,0.4,2,5,4,63.4,54.4,826
37035,1.1,5,4,5,61.9,55.0,7528
37036,0.41,4,6,5,60.6,59.0,1079
37037,0.9,3,4,2,63.2,58.0,3787
37038,0.34,4,7,3,62.7,59.0,803
37039,0.31,5,5,8,61.2,57.0,914
37040,0.71,2,4,7,62.7,61.0,3072
37041,0.4,3,6,4,59.4,58.0,770
37042,0.52,3,5,6,58.9,60.0,2064
37043,0.39,5,5,5,62.2,56.0,958
37044,0.7,5,6,3,62.3,56.0,1758
37045,0.41,5,4,6,62.5,55.0,1076
37046,0.71,3,6,6,63.4,58.0,3340
37047,0.82,3,6,4,60.4,61.0,3795
37048,0.91,3,4,3,63.6,57.0,3961
37049,0.37,2,4,2,63.4,57.0,487
37050,0.7,5,6,5,62.7,57.0,3016
37051,0.7,2,7,5,57.8,60.0,3239
37052,0.78,5,4,3,60.6,57.0,3004
37053,0.31,5,3,6,62.3,55.0,802
37054,0.72,5,3,7,60.8,58.0,3180
37055,0.73,5,6,2,61.0,57.0,2434
37056,0.9,3,3,4,62.6,58.0,3989
37057,0.5,1,4,5,60.3,66.0,1327
37058,0.52,4,7,3,61.4,58.0,1720
37059,0.3,5,4,8,61.0,57.0,863
37060,1.01,4,6,4,62.4,60.0,6488
37061,1.2,5,6,3,62.3,55.0,7074
37062,1.28,3,3,2,60.2,58.0,5984
37063,1.02,1,3,3,64.6,55.0,3972
37064,1.28,3,4,6,59.5,56.0,11478
37065,0.51,4,6,2,61.7,58.0,1265
37066,1.38,3,3,3,63.2,56.0,7836
37067,0.32,2,6,5,64.3,59.0,638
37068,1.22,5,3,2,61.0,57.0,5602
37069,1.34,4,4,2,62.2,56.0,6581
37070,0.31,3,6,4,62.6,56.0,680
37071,1.22,5,4,7,61.5,56.0,12081
37072,2.01,4,7,2,59.1,60.0,13811
37073,0.53,4,3,4,59.1,59.0,1356
37074,0.83,4,3,3,62.5,59.0,2825
37075,0.41,5,6,6,61.6,55.0,1363
37076,0.33,5,6,4,61.0,57.0,723
37077,0.32,3,3,7,61.7,56.0,672
37078,0.57,3,1,2,59.9,60.0,1235
37079,1.5,2,1,5,60.7,61.0,8347
37080,0.34,4,5,3,59.3,60.0,566
37081,1.01,5,4,5,62.7,56.0,6951
37082,0.32,5,5,4,61.3,56.0,828
37083,0.53,3,5,6,59.6,56.0,1880
37084,0.31,3,6,3,62.3,56.0,544
37085,1.0,4,5,2,61.4,61.0,4749
37086,2.19,2,2,2,63.7,57.0,11756
37087,0.7,5,6,6,62.4,54.0,3585
37088,0.71,5,2,7,62.3,56.0,2606
37089,0.39,5,4,7,62.0,56.0,978
37090,0.34,5,4,6,62.0,55.0,722
37091,0.37,5,1,8,61.9,54.0,601
37092,1.01,4,3,3,58.8,62.0,4191
37093,0.72,3,4,4,62.0,56.0,2578
37094,0.45,5,5,2,62.5,57.0,996
37095,0.32,5,4,8,62.1,53.0,918
37096,0.7,5,2,4,61.2,55.0,2249
37097,0.71,3,7,6,61.7,58.0,4014
37098,0.57,3,7,2,62.9,57.0,1413
37099,0.9,5,2,5,60.9,60.0,4492
37100,2.4,5,1,3,60.6,57.0,16274
37101,0.32,4,3,4,62.4,58.0,648
37102,0.7,3,7,4,61.2,60.0,3131
37103,0.9,2,3,3,62.8,62.0,3447
37104,1.5,4,3,3,59.0,62.0,10038
37105,0.55,5,6,4,62.2,54.0,1741
37106,1.01,2,5,3,57.4,57.0,4632
37107,0.41,5,5,6,62.3,56.0,1192
37108,1.14,4,5,2,62.9,59.0,4737
37109,1.06,5,4,3,60.5,57.0,5393
37110,0.54,3,5,5,60.0,59.0,1653
37111,1.05,4,5,6,61.3,59.0,8693
37112,1.58,5,2,4,61.4,55.0,10197
37113,0.28,3,3,7,59.9,62.0,504
37114,1.11,3,3,2,63.4,55.0,4028
37115,1.28,4,2,3,59.4,61.0,3942
37116,0.83,5,6,4,61.8,57.0,3625
37117,0.59,3,6,2,63.8,57.0,1286
37118,1.01,5,2,1,61.5,57.0,2896
37119,2.51,3,1,3,63.8,55.0,16842
37120,1.06,5,4,5,61.3,57.0,8093
37121,0.3,4,6,4,61.9,59.0,658
37122,0.58,1,4,4,65.0,56.0,1430
37123,0.9,5,3,2,61.5,56.0,3770
37124,1.07,5,3,5,60.2,57.0,5063
37125,0.31,3,5,6,61.6,56.0,711
37126,0.4,3,7,2,61.6,59.0,666
37127,0.39,5,5,7,61.7,55.0,1124
37128,0.32,5,2,5,60.9,56.7,529
37129,1.51,5,2,3,59.4,61.0,8396
37130,1.06,5,2,4,62.3,56.0,4449
37131,0.41,3,3,3,60.0,61.0,683
37132,0.4,5,4,4,62.9,56.0,1035
37133,1.76,4,7,2,59.6,58.0,13867
37134,1.18,5,2,5,62.2,55.0,6272
37135,1.53,5,4,5,62.2,56.0,13994
37136,0.41,2,1,4,64.3,55.0,606
37137,0.59,4,5,3,61.7,60.0,1412
37138,0.3,5,6,6,61.9,57.0,789
37139,0.52,5,6,4,62.4,57.0,1743
37140,1.14,5,3,2,62.6,57.0,4150
37141,0.9,3,5,2,62.6,56.0,3368
37142,0.35,5,2,4,59.8,57.0,630
37143,0.92,2,6,2,62.0,64.0,3153
37144,0.73,4,5,4,62.5,57.0,2805
37145,0.33,5,4,4,62.6,56.0,743
37146,0.41,3,7,7,62.7,56.0,1349
37147,1.29,4,2,3,62.0,59.0,6140
37148,0.3,5,3,5,62.3,55.0,675
37149,0.51,5,7,4,61.9,57.0,1882
37150,1.51,2,5,2,63.7,59.0,7208
37151,0.99,3,7,3,62.6,57.0,5671
37152,0.78,5,1,5,61.4,57.0,2426
37153,0.39,4,7,6,63.0,57.0,1290
37154,0.42,3,6,3,62.5,55.0,773
37155,0.3,5,6,6,62.2,57.0,766
37156,0.4,5,6,2,61.3,56.0,629
37157,0.5,2,6,4,64.1,58.0,1299
37158,0.36,5,5,3,61.5,57.0,600
37159,0.51,5,5,4,60.6,56.0,1687
37160,0.32,5,6,6,62.0,54.0,790
37161,0.31,5,6,4,61.9,55.0,872
37162,0.32,5,7,6,61.6,54.0,809
37163,0.31,5,6,4,61.0,56.0,680
37164,0.38,5,3,6,62.1,53.9,832
37165,1.0,2,7,2,62.2,61.0,4543
37166,0.8,5,4,6,61.5,55.0,4740
37167,0.3,5,7,3,61.7,56.0,709
37168,0.3,5,7,4,61.0,55.0,778
37169,1.01,2,7,4,67.0,57.0,6113
37170,1.31,5,4,5,61.6,57.0,12008
37171,1.53,3,4,5,62.8,59.0,13189
37172,0.56,5,4,7,62.0,56.0,2202
37173,0.6,2,1,5,58.9,60.5,1306
37174,1.07,5,4,5,62.0,56.0,7198
37175,0.32,5,6,4,62.1,55.0,702
37176,0.7,5,2,6,62.4,53.6,2487
37177,1.03,4,3,3,60.7,60.0,4384
37178,1.01,5,7,3,60.8,56.0,5939
37179,0.31,3,5,3,60.6,60.0,516
37180,1.02,3,6,3,63.2,60.0,5456
37181,0.31,5,3,4,62.2,55.0,489
37182,0.59,2,5,4,64.9,57.0,1643
37183,2.1,5,2,2,61.9,56.0,15511
37184,0.95,4,6,2,60.7,59.0,4070
37185,1.04,5,2,2,62.4,57.0,3953
37186,1.16,3,7,2,62.5,60.0,5044
37187,1.5,5,2,4,60.0,61.0,9827
37188,0.9,1,5,5,65.7,59.0,3750
37189,0.32,4,6,7,60.8,59.0,1044
37190,0.67,4,5,4,62.5,59.0,2211
37191,0.51,5,4,4,62.0,56.0,1343
37192,0.7,5,6,3,62.7,57.0,2614
37193,2.27,4,1,5,62.4,58.0,17149
37194,0.7,4,5,4,62.3,58.0,2838
37195,1.03,4,6,5,61.4,58.0,7677
37196,0.53,4,7,4,62.4,59.0,1783
37197,0.51,5,4,6,62.6,57.0,1974
37198,0.51,5,3,5,62.7,54.0,1438
37199,0.52,3,6,4,62.5,58.0,1653
37200,1.26,4,7,4,62.5,59.0,9720
37201,0.4,3,7,5,59.4,60.0,952
37202,0.77,4,4,4,61.3,60.0,2846
37203,2.28,5,1,3,61.6,57.0,12755
37204,1.52,5,4,4,61.5,56.0,13153
37205,0.42,3,3,3,62.1,59.0,700
37206,0.42,5,7,6,61.7,57.0,1132
37207,0.51,4,5,4,62.1,58.0,1687
37208,1.55,4,3,3,61.8,59.0,10277
37209,0.74,5,5,6,61.4,56.0,3842
37210,0.56,3,1,3,60.3,59.0,957
37211,0.9,4,2,5,62.2,58.0,3580
37212,0.36,4,7,4,61.0,58.0,1094
37213,1.71,4,1,2,62.6,57.0,8540
37214,0.31,5,6,4,61.0,54.0,872
37215,0.31,5,5,8,61.4,56.0,1061
37216,2.09,3,5,2,62.7,61.0,16824
37217,1.5,1,6,3,58.2,66.0,11128
37218,1.15,4,7,3,63.0,57.0,6942
37219,0.5,5,6,6,61.5,57.0,2236
37220,1.26,5,5,3,60.6,56.0,6922
37221,0.71,2,5,3,63.9,57.0,2331
37222,1.29,3,2,4,61.3,58.0,6099
37223,0.34,5,4,7,62.1,55.0,895
37224,1.69,5,3,5,61.0,57.0,13882
37225,0.41,5,7,3,60.3,57.0,1015
37226,0.34,3,3,4,61.9,56.0,537
37227,1.32,4,2,3,62.3,58.0,6171
37228,1.7,3,6,4,58.6,60.0,18107
37229,1.02,3,7,2,63.4,59.0,4718
37230,1.86,3,3,2,62.3,57.0,11416
37231,0.26,4,3,7,59.8,59.0,468
37232,1.02,5,4,3,62.2,57.0,4988
37233,0.23,3,6,5,62.8,55.0,391
37234,1.7,4,2,5,58.0,60.0,12030
37235,1.02,1,4,3,64.5,56.0,4044
37236,0.72,3,7,2,62.3,59.0,2612
37237,2.06,3,2,2,62.3,57.0,14298
37238,0.71,5,2,4,62.1,57.0,2270
37239,0.41,5,7,2,62.7,55.0,683
37240,0.51,3,7,3,60.0,58.0,1380
37241,0.32,5,4,3,61.8,55.0,449
37242,0.41,2,4,1,63.8,56.0,467
37243,0.5,3,7,2,58.9,60.0,1123
37244,0.9,2,4,4,64.9,61.0,4124
37245,0.53,5,3,5,61.3,57.0,1607
37246,0.3,5,7,4,62.5,54.0,710
37247,0.36,5,7,3,62.7,57.0,851
37248,0.87,3,2,3,63.6,55.8,2791
37249,0.4,5,5,6,62.4,57.0,1163
37250,0.73,1,2,6,64.4,59.0,2351
37251,1.23,5,4,2,58.8,60.0,6005
37252,0.71,4,5,3,62.3,57.0,2458
37253,0.74,3,4,6,61.3,56.0,3413
37254,0.91,5,4,2,61.0,57.0,4360
37255,0.3,3,4,5,61.4,58.0,605
37256,1.01,4,5,3,61.9,56.0,5599
37257,2.03,5,3,3,62.9,57.0,16900
37258,0.52,4,4,2,61.5,59.0,1196
37259,0.6,4,5,3,62.9,59.0,1323
37260,0.74,5,4,3,61.3,57.0,3130
37261,0.7,3,5,4,62.4,57.0,2956
37262,1.04,2,5,4,63.7,58.0,6606
37263,1.61,3,2,2,60.9,63.0,7636
37264,0.7,3,3,4,60.0,55.0,2287
37265,1.01,3,2,2,63.2,58.0,3309
37266,0.3,4,5,7,61.8,59.0,1114
37267,0.72,5,4,2,61.8,56.0,2501
37268,0.5,3,5,2,62.4,56.0,1147
37269,0.33,4,7,3,60.3,58.0,780
37270,0.72,4,6,4,61.1,59.0,2954
37271,0.33,5,4,6,62.7,55.0,752
37272,0.5,5,7,4,61.5,57.0,1612
37273,0.7,4,6,3,62.4,60.0,2310
37274,1.09,5,6,3,61.1,55.0,6043
37275,0.33,4,4,8,59.4,59.0,1094
37276,0.31,5,4,2,61.6,55.6,429
37277,0.4,5,6,7,62.4,57.0,1397
37278,2.01,4,5,2,62.0,60.0,11903
37279,1.26,4,2,3,60.9,58.0,5504
37280,0.73,5,6,6,61.6,55.0,3535
37281,0.39,5,6,6,61.7,56.0,1056
37282,0.41,5,6,6,61.1,57.0,1381
37283,0.38,5,3,5,61.1,55.0,721
37284,0.3,3,7,3,63.3,59.0,709
37285,0.52,5,3,7,60.7,57.0,1639
37286,1.71,5,3,4,61.9,57.0,9618
37287,0.3,5,6,7,61.2,57.0,895
37288,0.5,3,2,3,62.5,57.0,1035
37289,2.05,4,7,2,60.0,58.0,12891
37290,0.72,5,4,6,61.6,55.0,3002
37291,0.31,5,3,3,61.1,57.0,464
37292,0.9,1,2,5,65.2,60.0,3387
37293,1.18,4,1,2,61.3,60.0,4197
37294,1.5,3,3,3,62.6,57.0,9157
37295,1.01,4,7,2,61.0,62.0,4939
37296,2.03,3,2,2,62.8,59.0,13063
37297,0.3,4,7,3,61.7,60.0,709
37298,0.33,5,2,4,62.4,56.0,463
37299,1.25,5,2,5,61.4,58.0,7042
37300,0.3,3,3,4,63.0,59.0,473
37301,0.9,3,7,3,62.1,60.0,4289
37302,0.78,4,5,2,60.6,57.0,2340
37303,0.3,5,6,2,62.1,55.0,401
37304,0.6,5,6,5,59.6,59.0,2339
37305,0.3,2,4,5,63.1,56.0,605
37306,0.3,4,4,5,62.5,55.0,776
37307,0.9,5,4,2,62.8,54.0,3820
37308,0.5,4,7,4,61.3,61.0,1980
37309,1.01,5,4,3,63.1,53.0,5430
37310,1.1,5,5,5,61.5,59.0,8796
37311,1.09,5,3,4,61.5,54.0,5732
37312,0.9,3,4,4,62.5,58.0,4369
37313,0.7,1,3,3,65.3,55.0,1865
37314,1.34,3,6,2,62.1,63.0,5065
37315,0.42,3,2,8,60.1,58.0,938
37316,2.0,4,4,2,62.1,59.0,15897
37317,0.71,4,6,3,62.2,58.0,2743
37318,1.0,4,5,2,59.2,61.0,3562
37319,0.57,5,6,5,62.1,53.0,1942
37320,0.32,4,4,8,62.0,60.0,1020
37321,0.36,5,5,2,61.2,56.0,450
37322,0.45,4,5,5,62.1,59.0,1229
37323,1.04,5,4,4,61.9,54.0,6809
37324,1.04,3,3,3,63.1,58.0,4316
37325,0.71,2,2,4,64.2,58.0,2028
37326,0.3,2,6,4,63.4,56.0,614
37327,1.33,4,4,4,62.3,59.0,9682
37328,0.56,1,5,3,61.6,61.0,1176
37329,0.38,3,5,3,61.5,54.0,660
37330,2.15,3,2,2,63.4,56.0,12100
37331,0.46,5,3,5,61.9,55.0,1353
37332,0.72,5,4,4,61.7,57.0,2383
